segment_id,total_crashes,mean_rain_mm,mean_temp_c,mean_visibility_km,dominant_weather
63,119,1.1922063451968967,33.510989278959286,13.449836462806692,clear
64,61,0.8305820953404092,32.74028123940525,13.654700439933146,clear
65,55,1.0062047231118134,33.25915551302412,13.528875918694501,clear
66,78,1.1443957611206612,33.66395013275376,13.663146235512166,clear
67,92,1.3090020506988902,33.61329919858417,13.602788614870878,clear
68,62,1.1306948614467376,33.75239769695612,13.468785445983746,clear
69,56,0.9286532991994977,32.93702385099917,13.45817924679324,clear
70,128,1.2537149796830998,33.54072911082351,13.499088720375024,clear
71,75,1.232449471630569,33.25238034944999,13.399007096549182,clear
72,60,1.023444848717274,33.36962304501165,13.38203091975922,clear
73,42,1.0589729833942239,33.182601188189025,13.400913025335983,clear
74,60,0.9760139290393213,32.99415005587168,13.191585410317607,clear
75,131,1.2561478524074592,33.7360091723483,13.133210464375997,clear
76,52,0.9692510160598311,33.25216992844012,13.696432776212216,clear
77,49,0.9526695069001427,33.211003282830994,13.567641798727063,clear
78,78,1.0532821642399994,33.39057493731379,13.634852590874013,clear
79,46,0.966222831355839,32.878913754377045,13.023223593738603,clear
80,57,0.9946127267483404,33.38944382968175,13.488643834189068,clear
81,33,0.8646356924346347,33.41526336269066,14.056504152746472,clear
82,44,1.041203251970767,33.23806354050253,13.69045211868841,clear
83,43,0.6755484935464633,33.01838094581531,13.693881371999566,clear
84,45,1.030955822703862,33.31340807641331,14.12552684840868,clear
85,57,0.8014464658112747,33.38425346177426,13.77454730021045,clear
86,109,1.1898647593764728,33.78013619339548,13.593380763348145,clear
87,43,1.0408226647881784,33.27004891813198,13.551529048439729,clear
88,77,1.2775802413184616,33.0056274171801,13.555116693150515,clear
89,50,0.9607018027185938,33.88259560033826,13.87947302314663,clear
90,63,1.168112888400838,33.20095394530431,13.351144648864047,clear
91,46,1.0256891350193043,33.165143031541525,13.662924045767172,clear
92,55,0.90470618144352,33.15263200291379,13.663759530721952,clear
93,47,0.8430044148062129,33.23797753651832,13.88786403830573,clear
94,44,1.081771874965207,33.38938027688867,13.632128921628428,clear
95,74,1.0571857878397675,33.69368374048729,14.048120339988692,clear
96,47,1.0437498096140287,33.440878256726485,13.920401249511228,clear
97,44,0.9019188872815763,33.294616568625855,13.724524291725743,clear
98,40,0.8188019682451334,33.21896241143798,13.520069253728561,clear
99,57,1.0713444712059539,33.39748050376006,13.565307152446652,clear
100,57,1.1519702710316984,33.45458815558288,13.413364893255105,clear
101,48,0.9418451937572263,33.473843528512575,13.849889350287299,clear
102,63,1.0479720757690785,33.52679092827501,13.858213175443472,clear
103,47,1.2244323409681699,33.70031042330907,13.621848735154352,clear
104,76,1.0063876642534912,33.35187921710928,13.592283905901786,clear
105,40,0.9624281108668626,33.727522146941105,13.956679717900151,clear
106,61,0.9780909435912144,33.275103698980836,14.10243270438986,clear
107,58,1.2052877130903363,33.12014682600306,13.435599138710336,clear
108,108,1.0825144353456067,33.57614446244824,13.590104457634835,clear
109,55,0.8201971530079707,33.56479219936497,13.538855271022298,clear
110,69,0.9738555582177059,33.82607128779091,13.42199073587661,clear
111,44,0.9989066820464253,32.988009611939034,13.771072340482217,clear
112,66,0.9845985465916366,33.281644467063686,13.472259335392483,clear
113,51,0.9056892675263345,33.24577553746403,13.549334248673743,clear
114,134,1.2504686800773126,33.558034710362634,13.808201483254035,clear
115,45,0.9743273682879287,33.11865419203984,13.581819352003555,clear
116,64,0.9105923390815026,33.332991123851784,13.707296720566545,clear
117,63,1.1272098610921473,33.251107390942586,13.983134643648176,clear
118,56,1.101452027856632,33.252835761248555,13.750634474840359,clear
119,50,1.051116997550206,33.2937041606245,13.464075396625107,clear
120,48,1.077562545837037,32.888543111473076,13.792736084896372,clear
121,72,1.007430532554423,33.217957737915945,13.777898428140874,clear
122,41,0.9903225852824514,33.16631443226567,13.646752279762495,clear
123,34,0.8343312895889988,33.60261298677011,13.774395975981866,clear
124,75,1.0934123006107723,33.33218504771909,13.387686352527965,clear
125,53,0.9532138502608628,33.23418091045275,13.571399452284332,clear
126,59,0.9153829087031242,33.41695539571096,13.667511928389501,clear
127,57,1.0900549050968056,33.06204923289188,13.269962287677172,clear
128,80,1.2330587162266498,33.467998670385875,13.699382795340318,clear
129,47,0.9820568950553301,33.45238174019127,13.491955964981729,clear
130,89,0.920045486842708,33.676375737983584,13.540361334353596,clear
131,45,0.9017696750387265,33.02998163265883,13.634677635026568,clear
132,112,1.3321767706632308,33.5964358969236,13.66352400818595,clear
133,57,0.9379150634085386,33.374891257364624,13.660038669655235,clear
134,35,0.874837725346301,33.44453869346558,13.792842681853449,clear
135,53,1.2682239364171068,33.46020663319435,13.528123628886851,clear
136,56,1.096250365070039,33.65829689242112,13.44216979863626,clear
137,52,0.9954529545115963,33.490825360494505,13.565839200233158,clear
138,52,0.8206818459960481,33.68819111543938,13.913842790679608,clear
139,51,1.0150610456344498,33.47361262029844,13.672981559612616,clear
140,47,1.1943770823986262,33.76598602674739,13.683961040094243,clear
141,43,0.9755112998527621,33.14423449836674,13.701522277295826,clear
142,54,0.9105479831906773,32.91747184200061,13.841497626249557,clear
143,30,0.9784910225546387,32.897059528818026,13.83995456851888,clear
144,95,1.3181417771544568,33.69904138644427,13.729594242254452,clear
145,33,0.8612702827150748,33.787545082236576,13.687791621549064,clear
146,30,0.9190404936007565,33.08144409486758,13.389475779632258,clear
147,45,1.0595098425689256,33.311189240585236,13.952550039226168,clear
148,63,0.8474814509039906,33.71771604809339,13.911395892239788,clear
149,43,0.7711811185690219,32.96844173890609,13.693459325764488,clear
150,56,1.2207723121130898,33.44964223085383,13.640850686722104,clear
151,95,1.0776829309448295,32.91952523784,13.309697239875963,clear
152,40,0.9847069072116608,33.41519732865044,13.468261789564147,clear
153,47,1.2092157491203757,33.23787797468698,13.782410059876277,clear
154,82,1.0860606191689526,33.5038995597316,13.68047577937106,clear
155,33,0.8865448598503742,33.557908961620925,13.824989332824618,clear
156,68,1.199959249761273,33.50283671540904,13.629674967271534,clear
157,37,1.1094433278963902,33.496704982528456,13.751096756307563,clear
158,74,1.2073597819096418,33.50024468115782,13.53696613923748,clear
159,45,0.9769740841564086,33.08828020999335,13.425301681091579,clear
160,52,0.9553494724471956,33.16908005170401,13.574380099228794,clear
161,68,0.9952352157313962,33.33506135537555,13.643019668948533,clear
162,44,0.8095818796117437,32.82929400636981,13.7336133896201,clear
163,47,0.9684410767569371,32.913801197321476,13.758972439943296,clear
164,48,0.9105802101411761,33.49281375934384,13.599919405478014,clear
165,47,0.9991949365814475,33.36939080562889,13.670634510930872,clear
166,45,0.9939348290640879,33.607655102070545,13.688195615757278,clear
167,59,1.089077031565521,33.210455287868015,13.721070498745563,clear
168,52,0.8311928443932264,33.23159871254019,13.670563645056285,clear
169,45,1.1256613707071963,33.67393197254442,13.683751766649532,clear
170,58,1.2036741433550078,33.190906839121126,13.90698479199442,clear
171,54,1.1594099390156083,33.42639315823344,13.67477873135176,clear
172,58,1.07020908460397,33.624561258295145,13.569650305066716,clear
173,43,1.0451944326047993,33.518917669435616,13.662315270124157,clear
174,94,1.0185911190532042,33.75509128487498,14.016621847664851,clear
175,74,1.010688814045661,33.12538833832116,13.719566360810585,clear
176,67,1.0847568839743802,33.499135948175386,13.529357822653079,clear
177,90,1.1743506843877043,33.20975346759124,13.568126958499054,clear
178,85,1.0026360845179645,33.30698653632168,13.549060196536784,clear
179,103,1.3552244579507835,33.484660434722564,13.76411141140389,clear
180,57,0.9070988861564329,33.41914197068796,13.920665242895826,clear
181,41,0.9215581399185987,33.38941301781746,13.317969579772,clear
182,53,0.9390551772912202,33.352289554231874,13.607572052237748,clear
183,49,0.9872917943778922,33.807405032388154,13.550012342783761,clear
184,54,0.8733678588785873,32.9990618075202,13.662113969775296,clear
185,45,0.8113614801702135,33.348316682773444,13.829432041785834,clear
186,52,1.0459559257500064,33.25740727725379,13.45010384522508,clear
187,60,1.1148315726214706,33.49412001731646,13.525692962812338,clear
188,44,0.9761649007658885,33.162814923231004,13.23503591892603,clear
189,61,0.8660907358058673,33.129657408168775,13.875341216004896,clear
190,44,0.7666873303948225,33.018713222444745,13.519480471826089,clear
191,112,1.3026169611931564,33.65516164873246,13.556819122008244,clear
192,33,0.9742083541153159,33.31906177458909,14.05675049036394,clear
193,53,1.0625863604917514,33.5245867024118,13.752792774484075,clear
194,59,1.1247630481015112,33.57528641909477,13.907442978157892,clear
195,58,1.2413650670985965,33.590956079467816,13.536326943872439,clear
196,50,0.975719520000757,33.349539068844045,13.349971047638856,clear
197,44,0.9846902653942398,33.63266379101604,13.273577012955265,clear
198,76,1.069246683599434,33.30714111428918,13.964105059693825,clear
199,43,1.0738806541920154,33.164999465409835,13.449884972258555,clear
200,55,1.1358311882516874,33.42645855277492,13.55381454531223,clear
201,146,1.5867114987316755,33.84741722441063,13.21363077715747,clear
202,78,1.099991491044098,33.41507848328007,13.231509697073596,clear
203,55,1.0148263600487322,32.78200878745871,14.100753412197598,clear
204,114,1.226030393571999,33.67712489861164,13.314421207469147,clear
205,73,1.1706851073712785,33.047181495688946,13.514670368938937,clear
206,124,1.2573007958044604,33.93105000241481,13.668807601899545,clear
207,94,1.1271879410011032,33.54857849135756,13.476752612794622,clear
208,61,1.1474603224235442,33.19842222730522,13.515469328880931,clear
209,127,1.257327653022658,33.235862901956644,13.406730232648648,clear
210,44,1.0339607275271228,33.12480643678805,13.470431414942293,clear
211,56,1.0741005345691366,33.319674694839264,13.652635222582417,clear
212,232,1.5375426663438632,33.73564810533385,13.509211914214456,clear
213,75,0.9691819211410808,33.190237706245135,13.711811795039228,clear
214,106,1.2820353612597502,33.5791396688754,13.499911321696725,clear
215,95,1.0506377232704875,33.581730403204915,13.540399788013547,clear
216,50,1.1678941627136425,33.669170666513004,13.349535457089152,clear
217,41,0.7824825470073773,33.43217124912859,13.626066819887608,clear
218,98,1.1947797747499638,33.26366081788862,13.722673868426657,clear
219,45,0.9234781360464895,33.02035710248069,13.501635142409981,clear
220,99,1.15487438625683,33.404468901639696,13.832720430552575,clear
221,39,1.0118794592193974,33.63696148124721,13.538717759767401,clear
222,76,0.907480939509998,33.46820899969281,13.503558528890519,clear
223,59,1.069878671322095,33.13121237276358,14.036021172536831,clear
224,45,1.0551034937119848,33.15252141934543,13.429937568382078,clear
225,110,1.4341032468524728,33.18696414667891,13.456467308794368,clear
226,102,1.313873560815317,33.55146967023137,13.603285027731765,clear
227,51,0.9830518240087867,33.405746058740405,13.972668508594667,clear
228,87,1.098238112647982,33.61128966787037,13.898529097607982,clear
229,99,1.3013967371880684,33.657592994157795,13.329364055088071,clear
230,51,1.200675705303578,33.32372001728191,13.52834305308256,clear
231,39,1.01465272594598,33.03843008891933,13.51224725077542,clear
232,98,1.145640421743615,33.615595413212056,14.079766241437486,clear
233,111,0.8959679609706994,33.439118570697254,13.347249189504824,clear
234,82,0.9477766031605098,33.09802270147914,13.634403488165125,clear
235,99,1.325155015430315,33.15416276188414,13.526829686972603,clear
236,110,1.2371728920451313,33.674708813939176,13.312294176841817,clear
237,49,0.9506834091676223,33.228116440683166,13.448365690172649,clear
238,89,1.2761419952453512,33.20553472231291,13.35378005531103,clear
239,37,1.0013172027057193,32.94983821831413,13.575927074936548,clear
240,104,1.373746606657973,33.534764332528646,13.524092749973674,clear
241,97,1.385887963983932,33.48270085016176,13.631620803182793,clear
242,57,1.04113959725623,33.51445844395966,13.902156834076303,clear
243,42,0.8984794610113523,33.13171104044865,13.617164671196225,clear
244,128,1.1381616850376484,33.200871547938235,13.646111689533495,clear
245,124,1.1475598627493901,33.76664045354326,13.474055080198731,clear
246,130,1.266971229510449,33.83775327100024,13.567064480312643,clear
247,43,0.899564782021571,33.54197207334349,13.781990694233253,clear
248,101,1.258753624281204,33.70161331699259,13.284787336135407,clear
249,98,1.093748187252563,33.672830855988096,13.817773694944748,clear
250,32,0.8178339935791115,33.28329067314477,13.903345448721376,clear
251,46,0.8698825543448682,33.35909055005065,13.449611988428813,clear
252,57,1.1212041273450777,33.548359431572074,13.280900806406256,clear
253,48,0.8629060417251441,33.5407982164138,13.850532556518015,clear
254,53,0.9733579421705852,33.260430393918,13.98199145937796,clear
255,59,1.02681352894827,33.74735165580853,13.621910700039846,clear
256,47,0.6929430934270111,33.32248064144197,13.435826577161494,clear
257,43,1.071538063230267,33.56958936761657,13.887956632581169,clear
258,36,0.9904266575536592,33.480751763462585,13.589053753878629,clear
259,57,1.1539821869817637,33.414319462910704,13.439158804282075,clear
260,39,1.0004188721429053,33.39595812642246,13.338315628370669,clear
261,33,0.9206896372197397,33.36725785741973,13.601922315221957,clear
262,52,0.9685440471465013,32.86334562592603,13.375990343008628,clear
263,34,1.021501567946123,33.38431912413876,13.412226202506284,clear
264,51,1.0677219758941874,33.11804053818707,13.29753224604749,clear
265,49,0.9607335956120531,32.986775705829366,13.560193489873097,clear
266,44,0.9365802984900401,33.26694455046058,13.845764082831192,clear
267,43,0.8787981777542284,33.31858612963042,13.58285273372571,clear
268,39,0.7752794844009706,33.82244534427056,13.446934004634574,clear
269,35,1.1030368945831721,33.412232719034776,13.438046788103325,clear
270,42,0.9606402164338934,33.31000561885204,13.827542186212137,clear
271,50,0.9888332993986136,33.106224348024384,13.668742117619463,clear
272,61,0.7690760565684607,33.15632372687232,13.907150196598952,clear
273,48,0.9565147191120799,33.54502405278651,13.679778418200431,clear
274,34,0.9775622195554425,33.1201443058371,14.104577702765592,clear
275,50,1.0379584581862473,33.25679605514317,13.581461381383097,clear
276,43,0.9065233579502173,33.2325940741578,13.320643684699563,clear
277,48,0.7861244085191831,33.52579649951951,13.350198744214248,clear
278,36,1.0489533166978118,33.416962555146746,13.65557383731645,clear
279,46,0.8626992015101302,33.40616319471681,13.763528425513668,clear
280,53,0.9057589705858053,33.21493054607964,13.645158825083648,clear
281,65,0.9878196381603259,33.511358966393146,13.518541697504103,clear
282,51,0.8214470559837734,33.01077649219307,13.633821618125385,clear
283,40,0.765298521576756,33.03193886852602,13.52314110581526,clear
284,53,0.8670746725760878,33.07591622576207,13.788296128380638,clear
285,37,1.1613982573636175,33.24898239570128,13.546025824198951,clear
286,22,0.8076329548952815,33.42288789233417,13.42233898989479,clear
287,50,0.8630494803272589,33.26318139011338,13.877528812891029,clear
288,42,1.2367019217479047,33.3665264213333,13.81316147348627,clear
289,55,1.0692720087927456,33.2980559793437,13.438853977692117,clear
290,43,1.0692280925050004,33.38923741997948,13.472152105218745,clear
291,54,1.1498550108356824,33.54058330870992,13.380176180797092,clear
292,55,0.9987361194114427,33.037990757783945,13.691351679868065,clear
293,35,0.8945210102681489,33.5349334698041,13.731809825459733,clear
294,53,1.0141765819578574,33.710156298571114,13.591699626242983,clear
295,42,0.8830517618035766,33.62055614465182,13.711153378622646,clear
296,46,0.9818298155877814,33.68401708937859,13.537698178639717,clear
297,38,1.0783638949144105,33.204334833442324,13.543522852180445,clear
298,46,1.3312605623725389,33.21361314397989,13.875275747360645,clear
299,51,0.7392389763396693,32.8855711096663,14.201043096311325,clear
300,55,0.8162946909820736,33.362314906990754,14.238049951245314,clear
301,42,1.0019070754193267,33.154661920750215,13.728145652369902,clear
302,38,0.9552687970751008,33.343891309733046,13.72611195898713,clear
303,46,1.2640396110986578,33.01541901386414,13.645582571401878,clear
304,34,0.9584852882363537,33.20755895490914,13.350620945218948,clear
305,51,0.824908441425004,33.28843664896274,13.509602122098531,clear
306,46,0.8743813482800147,33.15018899462511,13.9325248074083,clear
307,53,1.0214523518939436,33.5172726597046,13.388513555423824,clear
308,111,1.128632430911413,34.01180397841388,13.743672194280954,clear
309,101,1.0512108068181745,33.95225109496814,13.731762298465146,clear
310,47,0.8927594671603143,33.51667938105478,13.732816873858853,clear
311,42,1.1700596204697444,33.74870095842304,13.584413800041423,clear
312,57,1.014441848427212,33.256752177030464,13.887871209476979,clear
313,36,0.8779331716176048,33.50730531840072,13.5305432261617,clear
314,46,0.9555161263150311,33.31345868276358,13.557264442409265,clear
315,44,0.9563171076004842,33.23788382638601,13.507838867248944,clear
316,40,1.2856666892583952,33.5964036050705,13.547974722124572,clear
317,45,1.1414655801486129,33.53379155071877,13.533356173231901,clear
318,45,0.8654782534192335,33.897137009633205,13.626139785539094,clear
319,45,0.7957393829016421,33.40282442858976,13.544053756635925,clear
320,37,1.133290479792741,33.72601499703262,13.576282342039784,clear
321,35,0.8747637448121528,33.514029768753566,13.548592497431008,clear
322,108,1.3668716451216747,33.58410085837808,13.327784377066298,clear
323,107,1.6375037182903183,33.348275731414624,13.221316927969921,clear
324,66,0.8220545680846854,33.28587815717034,13.519502655589696,clear
325,40,0.8447368852613456,33.23287568974623,13.582417452444663,clear
326,48,1.1932933620185293,33.19132875481169,13.190798733878724,clear
327,45,0.9713332883145467,33.75438419475212,13.60269588050861,clear
328,32,1.098899658127658,33.39626445806766,13.651475399371103,clear
329,53,0.8598807387029805,33.06824364074352,13.670519634638246,clear
330,39,0.9789817368057167,33.689502162724985,13.914907030715131,clear
331,61,0.8136518767722137,33.05566661985708,13.693505426445535,clear
332,36,0.8928862294675572,33.43796013973255,13.422787666449185,clear
333,53,1.070074974924162,32.9392895244827,13.722267769570157,clear
334,40,1.1841724373003946,33.14468827401793,13.715080122287105,clear
335,57,0.9339901377953969,33.52342450370191,13.473055859103473,clear
336,42,0.951504917720541,33.19666001706166,13.5982587699733,clear
337,51,0.9604652514272447,33.513336430002404,13.660369217252475,clear
338,36,0.9069597770716135,33.22799723119601,13.52239880782955,clear
339,53,0.7947145547759941,33.50910322181975,13.614506921587061,clear
340,42,0.6331100796548387,33.424745223224946,14.027224060296538,clear
341,41,0.9412983683375822,33.64367054988655,13.392629823410966,clear
342,39,0.8379727320834571,33.505888224374274,13.80558359324062,clear
343,38,0.9557869677918216,33.215121489086314,13.316669663329359,clear
344,43,0.9603436515828594,33.014304046786144,13.840512133033945,clear
345,46,0.8278807709990826,33.36935317516269,14.02549848958236,clear
346,39,1.0169244229220322,33.10317221976374,13.718711870870822,clear
347,39,0.9170547567316996,33.496739218657154,13.680710588835824,clear
348,54,0.991582668429719,33.37478245248976,13.51880480471405,clear
349,40,0.9590101310565449,33.15557244493199,13.433509485865498,clear
350,51,0.9904558300327057,33.65114202113623,13.686053325180309,clear
351,43,0.9990497097853062,33.65259708493577,14.065588221180457,clear
352,48,0.8948976258554474,33.198887859499024,13.386185778356726,clear
353,44,0.9375451512281395,33.55949741624202,13.7516433061817,clear
354,107,1.1764307113710921,33.70184080595326,13.742662018454242,clear
355,94,1.27436411658704,33.34488602608902,13.57179055697424,clear
356,43,0.8541989081109647,33.625211847012295,13.560684037047572,clear
357,38,1.013633218106704,33.42493350208839,13.319799362227176,clear
358,48,0.9025122647209021,33.36253722849759,13.655601820137841,clear
359,43,0.905617567020773,33.60671964985293,13.782897029689641,clear
360,64,1.0177696260355806,33.50649216026574,13.484750074235961,clear
361,42,1.0924537181533895,33.49793758211948,13.127212336929619,clear
362,51,1.0047820610604103,33.06025534327953,13.483276955075665,clear
363,43,1.019509815163343,33.41082575894346,13.670788606002256,clear
364,47,0.9443253708396154,33.43635552452068,13.458966455689962,clear
365,53,0.9222463254922795,33.72314979179714,13.82109529374775,clear
366,40,0.8590954440423503,33.159721725592355,13.584007948552761,clear
367,38,1.0681780956203737,33.7065720312803,13.53321902626769,clear
368,47,0.9845062617176664,33.30500162696101,13.606479292882637,clear
369,33,1.0304033830316295,33.54302449256611,13.810413910712423,clear
370,54,1.1141443758525502,33.08778720313507,13.709671195835082,clear
371,47,1.1327687050383637,33.53831057027978,13.696944340245734,clear
372,49,0.9512647413850062,33.37315883966514,13.577546295537926,clear
373,54,1.1285553747091084,33.7032959209365,13.302927673262248,clear
374,91,1.1112888694004195,32.91864902603316,13.80813103634607,clear
375,87,1.1655950237500292,33.04739373106631,13.736576603515084,clear
376,49,1.0288690339472997,33.76283059967478,13.656028548598856,clear
377,47,0.8849390130565085,33.16723343247451,14.003717011230272,clear
378,63,0.9402259439652124,33.01712062478221,13.717061045117605,clear
379,49,1.0139851309156678,33.70504411230072,13.479369857427306,clear
380,56,1.0740518060023085,33.40950475956978,13.528777424258589,clear
381,34,0.8963668834494777,33.364325991935715,13.740916921931873,clear
382,46,0.7141877654428331,33.58194575184978,13.791182623307552,clear
383,39,1.0302817340133048,32.91643043825944,13.437280218156562,clear
384,82,1.108981958155533,33.38442887348739,13.826373438369757,clear
385,56,0.9363049805454972,33.45927280980962,13.942187128384,clear
386,52,0.8108892861261097,33.457723117570445,13.902038193725604,clear
387,52,0.9765980347732117,33.410620945076786,13.628360775314746,clear
388,58,0.8754225991538622,33.050725258530505,13.955884418401002,clear
389,53,1.0134927701613718,33.05431569006691,13.608896721531854,clear
390,31,0.7476131246573894,33.37969197767437,13.812899387402569,clear
391,47,0.8799546272661514,33.05597492344024,13.800647146529275,clear
392,44,1.0781141095835707,33.52828928498424,13.864489184331799,clear
393,50,0.9032423007003175,33.213593080590464,13.582285509987166,clear
394,40,0.6607978163103764,33.416951681049014,13.641801380947841,clear
395,52,0.9989997283213866,33.397029929884724,13.908299127903227,clear
396,49,0.9542016529449949,33.099089938388644,13.377874964990344,clear
397,41,0.9735097084558524,33.51023668877805,13.569877579382503,clear
398,55,0.9665508371058091,33.56876851553362,13.434884539273387,clear
399,60,0.924121432409514,33.19006854219369,13.497759121814576,clear
400,49,0.913254601344345,32.9954142997888,13.446860832035245,clear
401,44,1.0234452246369174,33.03593483681979,13.815973470994855,clear
402,48,0.9253200551575288,33.16796770984795,13.817065187945136,clear
403,49,0.9103246812490232,33.281926342873405,13.563434062446719,clear
404,42,1.0648800899233442,33.198993767200484,13.435389665369993,clear
405,40,1.076305465594543,33.865436396070706,13.775633183963818,clear
406,45,0.9435003857489661,33.13571373508254,13.83165714659139,clear
407,46,0.7563099820351538,33.16953264458846,13.336565963053541,clear
408,40,0.818933338527623,33.35727017803025,13.870448376838384,clear
409,50,1.0041902541893353,32.88219147367017,13.4180473798086,clear
410,52,1.0646252960979656,33.38837433319408,13.505559930411598,clear
411,44,1.0690086163579318,33.45197846876534,13.545255503027969,clear
412,67,0.8814297611712208,33.55872931988286,14.01224333996061,clear
413,46,1.2006677621499628,33.168759389036914,13.716657291762413,clear
414,50,0.817098140303679,33.353790599591605,13.703553968651937,clear
415,38,1.0725153298158336,33.39636257587096,13.57230122588021,clear
416,47,0.9107071499731435,33.54413323137603,13.618153798193202,clear
417,50,0.8812432098787324,33.658004349391106,13.53317060447643,clear
418,40,1.049147098925203,33.87184617694887,13.754609404188402,clear
419,36,0.897524780416412,33.48231134054666,13.665624135850331,clear
420,54,0.8514272339496496,33.16512169955014,13.849958738608574,clear
421,128,1.220264565208233,33.444865565612474,13.87520216362528,clear
422,107,1.0274421330069914,33.336276827039924,13.72746779552532,clear
423,44,0.9657370145904222,32.9961631179569,13.91269645875587,clear
424,39,0.9063373430550372,33.35187327377047,13.75699910834807,clear
425,51,0.9211680274247036,33.26094202847263,14.18310023126663,clear
426,60,1.0046081909922777,33.182340665400154,13.76480419837893,clear
427,39,1.0655124167782333,33.30466423218947,13.944911761343299,clear
428,40,1.1336064659008083,33.41733154873891,13.37281461847431,clear
429,53,0.8436258030437046,33.26175884088175,13.872085411381159,clear
430,42,1.0923069730718542,33.18906662520839,13.701853766558624,clear
431,53,1.1321476710304912,33.537804958496324,13.864825832410052,clear
432,52,0.8300421948060517,32.851944613100734,13.649291411140174,clear
433,52,0.9334880197694572,33.2391842220029,13.393487278788596,clear
434,71,0.9653151020747708,33.45491108430796,13.26951750542376,clear
435,51,0.979985167822885,32.70237196051776,13.631683283823092,clear
436,40,0.8602563572395695,33.444039451796,13.402189192538168,clear
